45,Motorcycle (Misc),Horses Silhouette,Horses,Pets (Cat),Y,N,N,N,Y,Y-Smaller Plate Size,Y-Motorcycle,N
45,Motorcycle (Misc),Pets (Bulldog),Dog Friendly,POW/MIA 2013-2021,Y,N,N,N,Y,Y-Smaller Plate Size,Y-Motorcycle,N
45,Motorcycle (Misc),POW/MIA Since 2022,,,Y,N,N,N,Y,Y-Smaller Plate Size,Y-Motorcycle,N
35,Motorcycle (Handicapped),,,,Y,N,N,N,Y,Y - Blue wheelchair logo. Smaller plate size,Y - Motorcycle,N
45,Motorcycle (Temporary),,,,Y,N,N,N,Y,Y - Paper plate,Y - Motorcycle,N
45,Motorcycle (Veteran),2004-2009,2010-2012,2013-2021,Y,N,N,Y - VET vertical must be omitted.,Y,Y - Smaller plate size. VET appear on left of plate.,Y - Motorcycle,N
45,Motorcycle (Veteran),Since 2022,Disabled,,Y,N,N,Y - VET vertical must be omitted.,Y,Y - Smaller plate size. VET appear on left of plate.,Y - Motorcycle,N
68,Municipal Motorcycle,State Police,Sheriff's Department,,Y,N,N,N,Y,Y - Smaller plate size. Ohio appears across bottom of plate. Starts with OSP.,Y - Motorcycle,N
46,National Aviation Hall of Fame,,,,Y,N,N,N,Y,N,N,N
50,National Defense,,,,Y,N,N,N,Y,N,N,N
50,National Guard,2013-2021,Since 2022,Retired Air,Y,N,N,N,Y,Y - National Guard icon at left of plate.,N,N
50,National Guard,Retired Army,,,Y,N,N,N,Y,Y - National Guard icon at left of plate.,N,N
46,Nationwide Children's Hospital,,,,Y,N,N,N,Y,N,N,N
46,Nature Preserves,2013-2021,Since 2022,,Y,N,N,N,Y,N,N,N
50,Navy Veteran,,Women,,Y,N,N,N,Y,N,N,N
75,Non-Commercial Trailer,2004-2009,Since 2022,,Y,N,N,N,Y,N,N,N
46,Non-Transport,,,,Y,N,N,N,Y,N,N,N
46,North Royalton,,,,Y,N,N,N,Y,Y- North Royalton City Schools at bottom of plate.,N,N
46,NRA Foundation,2013-2021,Since 2022,,Y,N,N,N,Y,N,N,N
46,Ohio Beef,,,,Y,N,N,N,Y,N,N,N
46,Ohio Bike,2004-2009,Since 2010,,Y,N,N,N,Y,Y- 'Share the Road' at bottom of plate.,N,N
46,Ohio Bird Sanctuary,,,,Y,N,N,N,Y,N,N,N
46,Ohio Carpenters,,,,Y,N,N,N,Y,Y- 'PROUD UNION MEMBER' at bottom of plate.,N,N
46,Ohio Children's Alliance,,,,Y,N,N,N,Y,Y- 'Kids First' at bottom of plate.,N,N
46,Ohio House Rabbit Rescue,,,,Y,N,N,N,Y,N,N,N
46,Ohio Moose Lodges,,,,Y,N,N,N,Y,N,N,N
46,Ohio Northern University,Icon Type I,Icon Type II,,Y,N,N,N,Y,N,N,N
46,Ohio Pets (Dog Friendly),2013-2021,Since 2022,Bulldog,Y,N,N,N,Y,N,N,N
46,Ohio Pets (Dog Friendly),Retriever 2022,Retriever Since 2023,Pet Friendly,Y,N,N,N,Y,N,N,N
46,Ohio Pupil Transportation,,,,Y,N,N,N,Y,N,N,N
46,Ohio Realtors,,,,Y,N,N,N,Y,N,N,N
46,Ohio State Parks,,,,Y,N,N,N,Y,N,N,N
46,Ohio State University,Buckeyes,Red Ohio,2004-2010,Y,N,N,N,Y,N,N,N
46,Ohio State University,2010-2012,2013-2021,Since 2022,Y,N,N,N,Y,N,N,N
46,Ohio State University,Small,TBDBITL,,Y,N,N,N,Y,N,N,N
46,Ohio University,,,,Y,N,N,N,Y,N,N,N
46,Omega Psi Phi,,,,Y,N,N,N,Y,N,N,N
46,One Nation Under God,2013-2021,Since 2022,,Y,N,N,N,Y,N,N,N
46,Order of the Eastern Star,,,,Y,N,N,N,Y,N,N,N
46,Ottawa Wildlife,,,,Y,N,N,N,Y,N,N,N
46,Otterbein University,,,,Y,N,N,N,Y,N,N,N
46,Padua Franciscan High School,,,,Y,N,N,N,Y,N,N,N
46,Pancreatic Cancer,,,,Y,N,N,N,Y,N,N,N
50,Paratrooper (U.S.),2013-2021,Since 2022,,Y,N,N,N,Y,N,N,N
46,Party,,,,Y,N,N,N,Y,N,N,N
46,Passenger,1996,1997-2000,2001-2003,Y,N,N,N,Y,N,N,N
46,Passenger,2004-2008,2009-2012,2013-2021,Y,N,N,N,Y,N,N,N
46,Passenger,Since 2022,,,Y,N,N,N,Y,N,N,N
46,PAWS,,,,Y,N,N,N,Y,Y-'RESCUE SAVES LIVES' at bottom of plate.,N,N
50,Pearl Harbor Survivor,,,,Y,N,N,N,Y,Y- Pearl Harbor appears across bottom of plate,N,N
75,Permanent,,,,Y,N,N,Y - OMIT Company names when present.,Y,Y - PERMANENT appears across bottom of plate.,Y - Trailer,N
50,Persian Gulf Veteran,2013-2021,Since 2022,,Y,N,N,N,Y,N,N,N
46,PetsOhio.com,2004-2012,Since 2013,,Y,N,N,N,Y,Y-PetsOhio.com icon at left of plate.,N,N
46,Phi Theta Kappa,,,,Y,N,N,N,Y,N,N,N
46,Physician,,,,Y,N,N,N,Y,N,N,N
46,Playhouse Square,,,,Y,N,N,N,Y,N,N,N
46,Post Traumatic Stress Awareness,,,,Y,N,N,N,Y,N,N,N
46,POW/MIA,,,,Y,N,N,N,Y,Y-'NOT FORGOTTEN' at bottom of plate.,N,N
46,Power Squadrons,,,,Y,N,N,N,Y,Y-US Power Squadrons icon at left of plate.,N,N
46,Preserve Ohio's History,,,,Y,N,N,N,Y,Y-Mastidon icon at left of plate.,N,N
46,Prince Hall Freemason,,,,Y,N,N,N,Y,N,N,N
46,Pro Football Hall of Fame,,,,Y,N,N,N,Y,N,N,N
46,Professional Firefighters,,,,Y,N,N,N,Y,Y-'Ohio Association of Professional Firefighters' at bottom of plate.,N,N
50,Purple Heart Disability,,,,Y,N,N,N,Y,Y-Purple Heart Medal on plate; Wheelchair icon at left; 'COMBAT WOUNDED' at bottom.,N,N
50,Purple Heart,2013-2019,2020-2021,Since 2022,Y,N,N,N,Y,N,N,N
46,Put-In-Bay,,,,Y,N,N,N,Y,N,N,N
46,Red Cross,2013-2021,Since 2022,,Y,N,N,N,Y,Y-'PROUD SUPPORTER' at bottom of plate.,N,N
46,Representative,,,,Y,N,N,N,Y,N,N,N
46,Revere Local Schools,,,,Y,N,N,N,Y,N,N,N
46,Rock & Roll Hall of Fame,,,,Y,N,N,N,Y,Y-Rock & Roll Hall of Fame icon at left of plate; 'LONG LIVE ROCK' at bottom.,N,N
46,Ronald McDonald House,,,,Y,N,N,N,Y,Y-RMH icon at left of plate; 'Keeping families close' at bottom.,N,N
46,Rotary International,,,,Y,N,N,N,Y,Y-Rotary icon at left of plate.,N,N
46,Saint Albert the Great,,,,Y,N,N,N,Y,N,N,N
46,Saint Ignatius High School,,,,Y,N,N,N,Y,N,N,N
46,Scenic Rivers,2013-2021,Since 2022,,Y,N,N,N,Y,N,N,N
46,Share the Road,,,,Y,N,N,N,Y,Y-'Same Roads ->SAME RIGHTS' at bottom of plate.,N,N
46,Shriners,,,,Y,N,N,N,Y,N,N,N
46,"Sigma Gamma Rho Sorority, Inc.",,,,Y,N,N,N,Y,N,N,N
50,Silver Star Medal,,,,Y,N,N,N,Y,Y - Silver Star Medal appears on plate.,N,N
46,Solon City Schools,,,,Y,N,N,N,Y,N,N,N
50,Somali Veteran,,,,Y,N,N,N,Y,N,N,N
46,Sons of American Legion,2013-2021,Since 2022,,Y,N,N,N,Y,Y - Icon appears on left of plate.,N,N
46,Special,2004-2009,2010-2012,Since 2013,Y,N,N,Y - Small characters must be verified as seen.,Y,Y - Special appears across bottom of plate.,N,N
46,St. Charles Prep School,100 Year Anniversary,Regular,,Y,N,N,N,Y,"Y-'ST CHARLES or ST CHARLES, HAIL!' appear at bottom of plate.",N,N
46,St. Johns Jesuit,,,,Y,N,N,N,Y,N,N,N
46,Stan Hywet Hall & Gardens,,,,Y,N,N,N,Y,N,N,N
46,State Highway Patrol,2013-2023,2016-2023,Since 2024,Y,N,N,N,Y,Y -State Highway Patrol icon appears on left of plate.,N,N
46,State Highway Patrol Supporter,,,,Y,N,N,N,Y,Y -'Supporter' is under State Highway Patrol icon on left of plate.,N,N
46,State Vehicle,,State Disabled,,Y,N,N,N,Y,N,N,N
46,Statehouse,,,,Y,N,N,N,Y,Y-'Ohio Statehouse' at bottom of plate.,N,N
46,Stop Bullying,,,,Y,N,N,N,Y,Y-'BULLY FREE CAR' at bottom of plate.,N,N
46,Stow Monroe Falls,,,,Y,N,N,N,Y,N,N,N
46,Street Rod,2013-2021,Since 2022,,Y,N,N,N,Y,N,N,N
46,Suicide Prevention,,,,Y,N,N,N,Y,N,N,N
46,Summit Metro Parks,,,,Y,N,N,N,Y,Y-'WE'RE YOUR BACK YARD' at bottom of plate.,N,N
46,Superman,2013-2021,Since 2022,,Y,N,N,N,Y,"Y-'Truth, Justice and the American Way' at bottom of plate.",N,N
46,Support Nursing,,,,Y,N,N,N,Y,N,N,N
46,Support our Troops,,,,Y,N,N,N,Y,N,N,N
46,Support Wildlife,,,,Y,N,N,N,Y,N,N,N
46,Temporary,2013-2019,Since 2020,,Y,N,N,N,Y,N,N,N
46,Tiffin University,,,,Y,N,N,N,Y,N,N,N
46,Tiger Proud,,,,Y,N,N,N,Y,N,N,N
75,Trailer,1997-2000,2001-2003,2004-2010,Y,N,N,Y - OMIT Company names when present.,Y,Y - Trailer appears across bottom of plate.,Y - Trailer,N
75,Trailer,Since 2013,,,Y,N,N,Y - OMIT Company names when present.,Y,Y - Trailer appears across bottom of plate.,Y - Trailer,N
46,Transit Bus,Transit Bus,,,Y,N,N,N,Y,N,N,N
46,Trees4ohio.org,,,,Y,N,N,N,Y,N,N,N
77,Truck,1997-2000,2001-2003,2004-2009,Y,N,N,N,Y,Y - Truck appears across bottom of plate.,Y- Vehicle is a truck.,N
77,Truck,2010-2012,2013-2021,Since 2022,Y,N,N,N,Y,Y - Truck appears across bottom of plate.,Y- Vehicle is a truck.,N
77,Truck,FFA,Ohio Beef,,Y,N,N,N,Y,Y - Truck appears across bottom of plate.,Y- Vehicle is a truck.,N
46,Turnpike,,,,Y,N,N,N,Y,N,N,N
46,University,Akron,Alabama,Conncinati,Y,N,N,N,Y,Y- School Name at bottom of plate.,N,N
46,University,Dayton,Notre Dame,,Y,N,N,N,Y,Y- School Name at bottom of plate.,N,N
46,University of Toledo,2013-2021,Since 2022,Yellow Icon,Y,N,N,N,Y,Y- School Name at bottom of plate.,N,N
46,University School,,,,Y,N,N,N,Y,N,N,N
50,US Armed Forces - Space Force,,,,Y,N,N,N,Y,N,N,N
50,Veteran,Award/Citation,Badge/Campaign,Veteran,Y,N,N,N,Y,Y - Any plate with Veteran or Combat Veteran  across bottom of plate.,N,N
50,Vietnam Veteran,,,,Y,N,N,N,Y,Y - 'VETERAN' appears across bottom of plate; Theater Ribbon at left.,N,N
46,Visit our Zoos,2013-2021,Since 2022,,Y,N,N,N,Y,Y -Cheetah icon appears on left of plate.,N,N
46,Volunteer Fire/Rescue Services,Volunteer Fire,Volunteer Rescue,,Y,N,N,N,Y,N,N,N
46,Walsh Jesuit,,,,Y,N,N,N,Y,N,N,N
46,West Technical,,,,Y,N,N,N,Y,N,N,N
46,Westerville Parks Foundation,,,,Y,N,N,N,Y,N,N,N
46,Wetlands,,,,Y,N,N,N,Y,N,N,N
46,Wild Ohio,Deer,Turkey,,Y,N,N,N,Y,N,N,N
46,Wildlife Cardinal,2013-2016,2017-2021,Since 2022,Y,N,N,N,Y,N,N,N
50,Women Veterans,Marine Corps,,,Y,N,N,N,Y,Y - 'WOMEN VETERANS & US ARMED FORCES VETERAN' appears across bottom of plate; Branch of Service icon at left.,N,N
50,WWII Veteran,,,,Y,N,N,N,Y,N,N,N
46,Wright State University,,,,Y,N,N,N,Y,N,N,N
46,Xavier University,,,,Y,N,N,N,Y,N,N,N
46,Youngstown State University,Regular,Penguin,,Y,N,N,N,Y,N,N,N
46,Zero Prostate Cancer,,,,Y,N,N,N,Y,N,N,N
,,,,,,,,,,,,
