0,Collegiate,Savannah Coll Art,Univ of Tennessee,Univ of W Georgia,Y,N,N,N,Y,Y - Visible college logo/name  appear on tag.,N,N
0,Dealer,2004-2011,Since 2012,,Y,N,N,N,N,Y-'NEW VEHICLE DEALER' at bottom of plate.,N,N
0,Disabled Person Motorcycle,2007-2011,Since 2012,,Y,N,N,N,Y,Y - Smaller plate size. Wheelchair logo on left of plate.,Y - Motorcycle,N
0,Disabled Person,1997-2002,2003,2004-2011,Y,N,N,N,Y,Y - Wheelchair logo appears on left of plate.,N,N
0,Disabled Person,Since 2012,,,Y,N,N,N,Y,Y - Wheelchair logo appears on left of plate.,N,N
0,Disabled Veteran,2003-2006,2007-2011,Since 2012,Y,N,N,N,Y,Y - Disabled Veteran appears across bottom of plate. Wheelchair logo may be present. ,N,N
0,Distributor,,,,Y,N,N,N,Y,Y - Distributor appears across bottom of plate.,N,N
0,Environmental,Conserve Wetlands,Fish Habitat,Four H,Y,N,N,N,Y,Y - Visible name  appear on tag.,N,N
0,Environmental,Georgia Aquarium,Give Wildlife,Jekyll Island,Y,N,N,N,Y,Y - Visible name  appear on tag.,N,N
0,Environmental,Off Road,Save the Honey Bee,Sunflower,Y,N,N,N,Y,Y - Visible name  appear on tag.,N,N
0,Environmental,Trout Unlimited,Wild Dolphins,Wildflower,Y,N,N,N,Y,Y - Visible name  appear on tag.,N,N
0,Fire Fighter,Certified Firefighter,EMS,,Y,N,N,N,Y,N,N,N
0,Former POW,,,,Y,N,N,N,Y,Y - Former P.O.W. appears across the bottom of plate.,N,Y
0,Fraternity/Sorority,Alpha Kappa Alpha,Alpha Phi Alpha,Delta Sigma Theta,Y,N,N,N,Y,Y - Visible college logo/name  appear on tag.,N,N
0,Fraternity/Sorority,Kappa Alpha Psi,Omega Psi Phi,Phi Beta Sigma,Y,N,N,N,Y,Y - Visible college logo/name  appear on tag.,N,N
0,Fraternity/Sorority,Sigma Gamma Rho,Zeta Phi Beta,,Y,N,N,N,Y,Y - Visible college logo/name  appear on tag.,N,N
0,Georgia Game Wardens,,,,Y,N,N,N,Y,Y - Law Enforcement Off the Pavement across bottom of the plate.  Logo on left of the Plate.,N,N
0,Georgia State Trooper,,,,Y,N,N,N,Y,Y - State Trooper appears across bottom of plate.  Logo on left of plate.,N,Y
0,Governor,,,,Y,N,N,N,Y,Y - Governor Appears across bottom of plate.,N,Y
0,Limousine,2008-2015,Since 2016,,Y,N,N,N,Y,Y - Limousine appears across bottom of plate.,N,N
0,Low Speed Vehicle.,,,,Y,N,N,N,Y,Y - Plate ends with LS. Yellow triangle caution sign on left of plate.,N,N
0,Medal of Honor,,,,Y,N,N,Y - OMIT series on left of plate.,Y,Y - Medal of Honor appears on plate.,N,Y
0,Motorcycle,1997-2002,2003-2006,2007-2011,Y,N,N,N,Y,Y - Smaller plate size. ,Y - Motorcycle,N
0,Motorcycle,2012-2015,Since 2016,,Y,N,N,N,Y,Y - Smaller plate size. ,Y - Motorcycle,N
0,National Guard ,,,,Y,N,N,N,Y,Y - National Guard appears across bottom of plate.,N,N
0,Passenger,1997-2002,2003-2006,2007-2011,Y,N,N,N,Y,N,N,N
0,Passenger,2012-2015,Since 2016,,Y,N,N,N,Y,N,N,N
0,Peach State,2012-2015,Since 2016,,Y,N,N,N,N,N,N,N
0,Pearl Harbor Survivor,,,,Y,N,N,Y - OMIT series on left of plate.,Y,Y - Pearl Harbor Survivor appears on left of plate.,N,N
0,Permanent Trailer,1997-2016,Since 2017,,Y,N,N,Y - OMIT Perm Trailer from left of plate.,Y,Y - Perm Trailer or Perm AP appear as verticals on left of plate.,Y - Trailer,N
0,Purple heart,,,,Y,N,N,N,Y,Y - Purple Heart appears across bottom of plate. Ribbon appears on plate.,N,N
0,Regular Veteran Plate,Veteran,War in Iraq,Bronze Star,Y,N,N,N,Y,"Y - Branch of service, Military awards, Campaign, or Veteran appear on plate.",N,N
0,Regular Veteran Plate,Air Medal,Army Ranger,War In Iraq,Y,N,N,N,Y,"Y - Branch of service, Military awards, Campaign, or Veteran appear on plate.",N,N
0,Regular Veteran Plate,War In Afghanistan,,,Y,N,N,N,Y,"Y - Branch of service, Military awards, Campaign, or Veteran appear on plate.",N,N
0,Representative,,,,Y,N,N,N,Y,Y - State Representative or Representative appears across bottom of plate.,N,N
0,School Bus,,,,Y,N,N,Y - OMIT School Bus from left of plate.,Y,Y - School Bus appears as verticals on left of plate.,N,N
0,Senate (State),,,,Y,N,N,N,Y,Y - State Senate appears across bottom of plate.,N,N
0,Sheriff,,,,Y,N,N,Y - OMIT series on left of plate.,Y,Y - Sheriff with State shape appears on left  of plate.,N,N
0,Special Interest,Animal Friend,Atlanta Zoo,Back The Badge,Y,N,N,N,Y,Y - Visible logo/name  appear on tag.,N,N
0,Special Interest,Boys Club,Breast Cancer,Cat Friendly,Y,N,N,N,Y,Y - Visible logo/name  appear on tag.,N,N
0,Special Interest,Choose Life,Children's Health,Dog Friendly,Y,N,N,N,Y,Y - Visible logo/name  appear on tag.,N,N
0,Special Interest,Equine Commission,Freemasons,Georgia Recovers,Y,N,N,N,Y,Y - Visible logo/name  appear on tag.,N,N
0,Special Interest,Grady Hospital,Historic Preserve,J. McAfee Found,Y,N,N,N,Y,Y - Visible logo/name  appear on tag.,N,N
0,Special Interest,Line of Duty,Lung Cancer,Nurses,Y,N,N,N,Y,Y - Visible logo/name  appear on tag.,N,N
0,Special Interest,Powerlineman,Prince Hall,Prostate Cancer,Y,N,N,N,Y,Y - Visible logo/name  appear on tag.,N,N
0,Special Interest,Realtor,Rotary,Saving Pets,Y,N,N,N,Y,Y - Visible logo/name  appear on tag.,N,N
0,Special Interest,Share the Road,Sickle Cell,Sons of Conf Vets,Y,N,N,N,Y,Y - Visible logo/name  appear on tag.,N,N
0,Special Interest,Stop Cancer,Support Education,Support our Troops,Y,N,N,N,Y,Y - Visible logo/name  appear on tag.,N,N
0,Special Interest,Tybee Isle L/House,,,Y,N,N,N,Y,Y - Visible logo/name  appear on tag.,N,N
0,Sport Specialty,Appalachian Trl,Atlanta Braves,Atlanta Falcons,Y,N,N,N,Y,Y - Visible logo/name  appear on tag.,N,N
0,Sport Specialty,Atlanta Hawks,Atlanta United,Georgia Soccer,Y,N,N,N,Y,Y - Visible logo/name  appear on tag.,N,N
0,Sport Specialty,Georgia Tennis,NASCAR',Play Golf,Y,N,N,N,Y,Y - Visible logo/name  appear on tag.,N,N
0,Sport Specialty,Racing Hall of Fame,,,Y,N,N,N,Y,Y - Visible logo/name  appear on tag.,N,N
0,State Government,1997-2011,Since 2012,,Y,N,N,Y - OMIT State or State GOVT from left of plate.,Y,Y - State GOVT or State appear as verticals on left of plate.,N,N
0,Support Wildlife,2003-2011,Since 2012,,Y,N,N,N,Y,Y - Series name  appear on tag.,N,N
0,Supreme Court Judge,,,,Y,N,N,Y - OMIT Supreme Court on left of plate.,Y,Y - Supreme Court Judge appears on plate.,N,Y
0,Taxi,,,,Y,N,N,N,Y,Y - Plate registration begins with 'TX'; Taxi Cab appears across bottom of plate.,N,N
0,Temporary,,,,Y,N,N,N,Y,Y - Smaller size. Preprinted or electronic printed paper tags. Do not accept hand written tags.,N,N
0,Temporary Motorcycle,,,,Y,N,N,N,Y,Y - Smaller plate size. Preprinted or electronic printed paper tags. Do not accept hand written tags.,Y - Motorcycle,N
0,Trailer,2003-2006,2007-2011,2012-2015,Y,N,N,N,Y,Y - Plate starts with TL or TR.,Y - Trailer,N
0,Trailer,Since 2016,,,Y,N,N,N,Y,Y - Plate starts with TL or TR.,Y - Trailer,N
0,Transporter,,,,Y,N,N,N,Y,Y - Transporter appears across bottom of plate.,N,N
0,Truck (Special),For Hire,Private,,Y,N,N,N,Y,Y- 'FOR HIRE' or 'PRIVATE' vertical appears on left of plate.,N,N
0,Truck,2003-2015,2016,Since 2017,Y,N,N,N,Y,Y- Weight limit appears at left of plate.,N,N
0,Used Dealer,2003-2011,Since 2012,,Y,N,N,N,Y,Y - 'Used Vehicle Dealer' appears across bottom of plate.,N,N
0,US Reserve,,,,Y,N,N,N,Y,Y - Reserve or Branch Reserve appears on plate.,N,N
0,Veteran Motorcycle,,,,Y,N,N,N,Y,Y - Smaller plate size. Veteran appears across bottom of plate. Any Veteran design available.,Y - Motorcycle,N
0,Wildlife (Eagle),2004-2011,2012-2015,Since 2016,Y,N,N,N,Y,Y-Eagle icon at left of plate; 'Give Wildlife a Chance on bottom.,N,N
0,Wildlife (Hummingbird),2005-2015,Since 2016,,Y,N,N,N,Y,Y-Hummingbird icon at left of plate; 'Give Wildlife a Chance on bottom.,N,N
0,Women Veteran,,,,Y,N,N,N,Y,Y -  Women Veteran appears across bottom of plate.,N,N
